353,413,0
353,413,1
350,409,2
350,409,2
345,402,4
342,399,5
340,395,6
338,392,7
338,392,7
333,387,9
331,384,10
331,384,10
331,384,10
331,384,10
331,384,10
331,384,10
331,384,10
331,384,10
331,384,10
331,384,10
331,384,10
331,384,10
331,384,10
331,384,10
331,384,10
331,384,10
322,365,26
322,365,26
322,365,26
309,367,29
306,366,30
306,366,30
299,365,32
297,364,33
294,363,34
291,362,35
288,362,36
286,361,37
283,360,38
281,360,39
278,359,40
276,358,41
276,358,41
271,357,43
269,356,44
267,356,45
265,355,46
265,355,46
265,355,46
258,353,49
256,353,50
254,352,51
252,351,52
252,351,52
249,342,54
249,342,54
249,325,56
249,325,56
249,325,56
250,299,59
250,299,59
250,299,59
250,299,59
250,299,59
250,299,59
263,274,65
263,274,65
263,274,65
263,274,65
263,274,65
263,274,65
263,274,65
263,274,65
263,274,65
263,274,65
263,274,65
263,274,65
243,227,77
241,224,78
239,221,79
239,221,79
236,214,81
234,211,82
234,211,82
234,211,82
234,211,82
223,204,86
223,204,86
216,203,88
213,202,89
210,201,90
207,200,91
204,199,92
201,198,93
201,198,93
196,197,95
193,195,96
191,194,97
188,193,98
186,192,99
184,191,100
182,190,101
180,189,102
177,188,103
175,187,104
175,187,104
175,187,104
175,187,104
164,190,108
164,190,108
157,194,110
154,196,111
154,196,111
154,196,111
145,201,114
142,202,115
139,204,116
136,205,117
133,206,118
130,207,119
128,208,120
125,208,121
123,209,122
123,209,122
123,209,122
115,214,125
115,214,125
115,214,125
108,218,128
106,220,129
104,221,130
102,222,131
102,222,131
97,225,133
95,226,134
93,227,135
91,228,136
91,228,136
91,228,136
91,228,136
82,233,140
80,234,141
78,235,142
76,237,143
74,238,144
72,239,145
70,240,146
68,241,147
66,242,148
64,243,149
64,243,149
64,243,149
64,243,149
64,243,149
64,243,149
64,243,149
53,246,156
53,243,157
53,240,158
53,240,158
53,240,158
53,240,158
53,240,158
53,240,158
52,224,164
52,222,165
52,222,165
52,222,165
51,215,168
51,214,169
51,212,170
50,210,171
50,208,172
49,207,173
49,205,174
49,204,175
48,202,176
48,202,176
47,198,178
47,197,179
46,195,180
46,194,181
46,194,181
46,194,181
46,194,181
46,194,181
46,194,181
46,194,181
46,194,181
46,194,181
46,194,181
46,194,181
53,169,192
58,163,193
58,163,193
68,152,195
73,147,196
78,142,197
82,136,198
82,136,198
91,127,200
91,127,200
91,127,200
103,113,203
103,113,203
111,104,205
114,100,206
118,96,207
122,92,208
125,88,209
128,84,210
131,81,211
135,77,212
135,77,212
135,77,212
135,77,212
135,77,212
135,77,212
135,77,212
135,77,212
148,65,220
148,65,220
148,65,220
148,65,220
148,65,220
148,65,220
148,65,220
148,65,220
148,65,220
148,65,220
148,65,220
148,65,220
148,65,220
148,65,220
148,65,220
148,65,220
148,65,220
148,65,220
148,65,220
167,64,239
154,108,240
154,108,240
154,108,240
170,63,243
170,63,243
170,63,243
170,63,243
170,63,243
170,63,243
170,63,243
170,63,243
170,63,243
170,63,243
170,63,243
170,63,243
170,63,243
170,63,243
167,90,257
167,90,257
167,90,257
167,90,257
167,90,257
180,86,262
181,84,263
182,83,264
182,83,264
182,83,264
182,83,264
182,83,264
182,83,264
182,83,264
182,83,264
182,83,264
182,83,264
122,394,274
122,394,274
194,82,276
195,82,277
196,82,278
196,82,278
197,83,280
197,83,280
197,83,280
197,87,283
197,89,284
196,92,285
196,92,285
196,92,285
196,92,285
196,92,285
196,92,285
196,92,285
172,140,292
167,149,293
163,157,294
163,157,294
163,157,294
163,157,294
163,157,294
163,157,294
163,157,294
163,157,294
163,157,294
127,237,303
127,237,303
127,237,303
116,265,306
112,274,307
112,274,307
105,293,309
101,303,310
98,312,311
94,321,312
94,321,312
88,340,314
85,349,315
82,358,316
78,368,317
78,368,317
78,368,317
78,368,317
67,403,321
64,412,322
62,420,323
60,425,324
60,424,325
60,423,326
60,423,326
60,423,326
60,419,329
60,418,330
60,417,331
60,416,332
60,416,332
61,414,334
60,413,335
60,412,336
60,412,336
59,410,338
59,410,339
59,409,340
59,408,341
59,407,342
59,407,342
59,406,344
59,406,344
60,405,346
60,405,346
60,404,348
60,404,348
60,404,348
60,402,351
60,401,352
59,400,353
59,399,354
59,399,355
59,398,356
59,397,357
59,397,357
60,396,359
60,396,360
60,395,361
60,394,362
59,393,363
59,393,363
59,392,365
59,391,366
59,391,367
59,390,368
59,390,368
59,390,368
59,390,368
59,390,368
59,390,368
59,390,368
59,390,368
59,390,368
59,390,368
59,390,368
59,390,368
59,390,368
59,390,368
59,390,368
59,390,368
59,390,368
59,390,368
59,390,368
59,390,368
59,390,368
59,390,368
59,390,368
59,390,368
60,402,392
60,402,392
60,407,394
60,407,394
59,412,396
59,414,397
59,414,397
58,419,399
58,421,400
58,423,401
58,425,402
58,425,402
57,429,404
57,430,405
57,432,406
57,434,407
57,434,407
57,434,407
57,434,407
57,434,407
57,434,407
69,483,413
69,483,413
69,483,413
69,483,413
82,528,417
82,528,417
82,528,417
91,559,420
93,569,421
96,579,422
99,589,423
101,599,424
104,608,425
107,618,426
107,618,426
107,618,426
114,645,429
116,653,430
118,662,431
121,670,432
122,678,433
124,685,434
126,693,435
128,701,436
129,708,437
131,715,438
133,722,439
134,728,440
135,735,441
137,742,442
138,748,443
138,748,443
141,760,445
142,766,446
143,773,447
143,773,447
146,784,449
147,790,450
148,795,451
150,801,452
151,807,453
152,812,454
153,818,455
153,818,455
153,818,455
153,818,455
158,840,459
159,845,460
160,851,461
161,856,462
161,856,462
161,856,462
161,856,462
161,856,462
161,856,462
161,856,462
161,856,462
161,856,462
161,856,462
165,851,472
165,849,473
165,847,474
165,847,474
165,842,476
165,839,477
165,839,477
165,839,477
165,839,477
165,839,477
165,839,477
165,822,483
165,819,484
165,816,485
165,816,485
165,809,487
165,809,487
166,802,489
166,800,490
166,800,490
166,800,490
167,799,493
167,799,493
167,799,495
168,798,496
168,798,497
168,798,497
169,797,499
169,796,500
170,795,501
170,795,501
171,793,503
171,792,504
172,791,505
172,791,506
172,791,506
172,791,506
172,791,506
160,774,510
160,774,510
151,762,512
146,756,513
146,756,513
137,743,515
132,737,516
132,737,516
123,724,518
118,717,519
118,717,519
118,717,519
118,717,519
101,691,523
97,685,524
92,678,525
88,671,526
85,665,527
81,658,528
77,652,529
73,646,530
69,639,531
70,638,532
72,637,533
72,637,533
75,635,535
75,635,535
75,635,535
80,633,538
81,633,539
81,633,539
83,633,541
84,632,542
85,632,543
86,632,544
86,632,544
88,632,546
90,631,547
91,631,548
92,631,549
92,631,549
95,630,551
96,630,552
103,627,553
103,627,553
103,627,553
133,616,556
133,616,556
133,616,556
133,616,556
172,600,560
182,596,561
191,592,562
200,588,563
210,584,564
210,584,564
210,584,564
210,584,564
210,584,564
254,564,569
261,561,570
261,561,570
275,555,572
275,555,572
275,555,572
275,555,572
302,542,576
302,542,576
302,542,576
302,542,576
302,542,576
335,527,581
340,524,582
346,522,583
351,519,584
356,517,585
361,515,586
366,513,587
371,510,588
376,508,589
381,506,590
386,503,591
386,503,591
395,499,593
400,497,594
400,497,594
400,497,594
400,497,594
400,497,594
400,497,594
429,483,600
434,481,601
439,479,602
443,477,603
443,477,603
452,472,605
457,470,606
461,468,607
466,466,608
471,463,609
471,463,609
480,459,611
480,459,611
42,933,613
493,453,614
498,451,615
502,449,616
502,449,616
502,449,616
504,444,619
501,443,620
499,442,621
496,440,622
494,439,623
494,439,623
494,439,623
494,439,623
482,435,627
482,435,627
476,433,629
473,432,630
469,431,631
466,430,632
462,429,633
